Rev	Rev. Start	Perigee	Perig.IJD	Exit.IJD	Entrance.IJD	Exit	Entrance
0733	2008-10-13	16:22:04	3208.6820	3208.8314	3211.5488	48990	42912
0732	2008-10-10	16:34:08	3205.6904	3205.8327	3208.4431	47305	67285
0731	2008-10-07	16:45:23	3202.6982	3202.8448	3205.4918	48361	59535
0730	2008-10-04	14:53:34	3199.6205	3199.9115	3202.5559	61034	47372
0729	2008-10-01	17:06:04	3196.7126	3196.8309	3199.5405	41649	52376
0728	2008-09-28	17:19:16	3193.7217	3193.8481	3196.6004	43682	40263
0727	2008-09-25	17:32:41	3190.7310	3190.8555	3193.6018	43171	41966
0726	2008-09-22	17:46:32	3187.7406	3187.8732	3190.6070	45084	43012
0725	2008-09-19	17:59:56	3184.7500	3184.8770	3187.6161	43791	43125
0724	2008-09-16	18:13:23	3181.7593	3181.8939	3184.6252	45428	43114
0723	2008-09-13	18:27:23	3178.7690	3178.9027	3181.6197	45359	46688
0722	2008-09-10	18:38:39	3175.7768	3175.9224	3178.6342	48079	45479
0721	2008-09-07	18:49:24	3172.7843	3172.9247	3175.6413	46931	45724
0720	2008-09-04	19:00:17	3169.7919	3169.9276	3172.6364	45840	48498
0719	2008-09-01	19:11:35	3166.7997	3166.9314	3169.6503	44745	47047
0718	2008-08-29	19:25:59	3163.8097	3163.9467	3166.6705	46079	44298
0717	2008-08-26	19:38:57	3160.8187	3160.9511	3163.6845	44976	43252
0716	2008-08-23	19:51:50	3157.8277	3157.9747	3160.6858	48346	45130
0715	2008-08-20	20:05:06	3154.8369	3154.9875	3157.6873	49105	46811
0714	2008-08-17	18:11:22	3151.7579	3151.9866	3154.6908	46892	48137
0713	2008-08-14	20:29:25	3148.8538	3148.9966	3151.7294	47488	41261
0712	2008-08-11	20:38:41	3145.8602	3145.9999	3148.7176	46679	45869
0711	2008-08-08	20:49:15	3142.8675	3143.0031	3145.7189	45800	47130
0710	2008-08-05	21:00:49	3139.8756	3140.0106	3142.7419	45674	43380
0709	2008-08-02	21:13:43	3136.8845	3137.0239	3139.7489	46648	43572
0708	2008-07-30	21:27:03	3133.8938	3134.0346	3136.7546	47001	44380
0707	2008-07-27	21:38:52	3130.9020	3131.0552	3133.7755	49685	41634
0706	2008-07-24	21:52:58	3127.9118	3128.0672	3130.7700	50256	44976
0705	2008-07-21	22:05:17	3124.9203	3125.0604	3127.7742	46759	46137
0704	2008-07-18	22:16:17	3121.9280	3122.0860	3124.7951	50860	43340
0703	2008-07-15	22:25:48	3118.9346	3119.0855	3121.7916	49249	45953
0702	2008-07-12	22:35:46	3115.9415	3116.0882	3118.8028	48291	44931
0701	2008-07-09	22:47:18	3112.9495	3113.0882	3115.8195	46515	42575
0700	2008-07-06	22:59:19	3109.9579	3110.0952	3112.8308	46121	41696
0699	2008-07-03	23:11:58	3106.9666	3107.1132	3109.8377	48187	42082
0698	2008-06-30	23:24:42	3103.9755	3104.1287	3106.8377	49747	44235
0697	2008-06-27	23:38:10	3100.9848	3101.1335	3103.8489	48730	43584
0696	2008-06-24	23:50:24	3097.9933	3098.1311	3100.8468	46206	46163
0695	2008-06-22	00:00:40	3095.0005	3095.1552	3097.8691	49968	43020
0694	2008-06-19	00:11:05	3092.0077	3092.1700	3094.8789	51751	42495
0693	2008-06-16	00:20:08	3089.0140	3089.1792	3091.8811	52231	43572
0692	2008-06-13	00:31:13	3086.0217	3086.1894	3088.9082	52752	38647
0691	2008-06-10	00:43:28	3083.0302	3083.2104	3085.8943	55357	43751
0690	2008-06-07	00:56:46	3080.0394	3080.1808	3082.8986	46922	44751
0689	2008-06-04	01:09:39	3077.0484	3077.2058	3079.9295	50519	39570
0688	2008-06-01	01:23:22	3074.0579	3074.2221	3076.9079	51934	46671
0687	2008-05-29	01:36:23	3071.0669	3071.2233	3073.9324	50188	43174
0686	2008-05-26	01:48:09	3068.0751	3068.2333	3070.9610	50669	38574
0685	2008-05-23	01:57:55	3065.0819	3065.2597	3067.9540	54794	42146
0684	2008-05-20	02:08:42	3062.0894	3062.2269	3064.9610	45973	42160
0683	2008-05-17	02:19:42	3059.0970	3059.2464	3061.9764	48530	40199
0682	2008-05-14	02:32:47	3056.1061	3056.2716	3058.9750	52022	42374
0681	2008-05-11	02:46:43	3053.1158	3053.2876	3055.9798	53387	43352
0680	2008-05-08	03:00:42	3050.1255	3050.3285	3052.9972	59860	41534
0679	2008-05-05	03:14:33	3047.1351	3047.3172	3049.9875	55513	45929
0678	2008-05-02	03:29:33	3044.1455	3044.3451	3047.0160	59109	41549
0677	2008-04-29	03:41:49	3041.1540	3041.3196	3044.0293	52077	40813
0676	2008-04-26	03:52:43	3038.1616	3038.3683	3041.0230	60478	44301
0675	2008-04-23	04:04:01	3035.1695	3035.3278	3038.0315	50438	44152
0674	2008-04-20	04:16:15	3032.1780	3032.3573	3035.0606	54872	39081
0673	2008-04-17	04:29:05	3029.1869	3029.3560	3032.0489	52603	43805
0672	2008-04-14	04:43:00	3026.1965	3026.3610	3029.0643	51617	42391
0671	2008-04-11	04:56:57	3023.2062	3023.3744	3026.0664	52512	44135
0670	2008-04-08	05:10:09	3020.2154	3020.4172	3023.0691	59271	45596
0669	2008-04-05	05:25:56	3017.2264	3017.3902	3020.0908	51574	42818
0668	2008-04-02	05:38:27	3014.2350	3014.3992	3017.1020	51647	42625
0667	2008-03-30	05:49:20	3011.2426	3011.4061	3014.0971	51463	45789
0666	2008-03-27	06:00:22	3008.2503	3008.4483	3011.1090	58574	44880
0665	2008-03-24	06:12:26	3005.2586	3005.4085	3008.1125	48369	45840
0664	2008-03-21	06:27:17	3002.2690	3002.4500	3005.1320	55163	43300
0663	2008-03-18	06:41:39	2999.2789	2999.4362	3002.1488	50147	41631
0662	2008-03-15	06:55:16	2996.2884	2996.5004	2999.1418	61384	45532
0661	2008-03-12	07:08:32	2993.2976	2993.4725	2996.1621	53755	43124
0660	2008-03-09	07:24:02	2990.3084	2990.4733	2993.1614	51762	45455
0659	2008-03-06	07:37:05	2987.3174	2987.4664	2990.2108	48305	36309
0658	2008-03-03	07:48:08	2984.3251	2984.5000	2987.1816	53893	45336
0657	2008-02-29	07:59:06	2981.3327	2981.5253	2984.1907	57514	45078
0656	2008-02-26	08:11:13	2978.3411	2978.4958	2981.2012	49544	44428
0655	2008-02-23	08:24:18	2975.3502	2975.5096	2978.2027	50550	45940
0654	2008-02-20	08:37:57	2972.3597	2972.5324	2975.2138	53377	45461
0653	2008-02-17	08:51:52	2969.3694	2969.5218	2972.2221	49129	45782
0652	2008-02-14	09:05:27	2966.3788	2966.5632	2969.2166	55915	49107
0651	2008-02-11	09:19:20	2963.3884	2963.5591	2966.2417	52977	45572
0650	2008-02-08	09:31:35	2960.3969	2960.5440	2963.2418	47864	47794
0649	2008-02-05	09:42:43	2957.4047	2957.5593	2960.2626	49648	45082
0648	2008-02-02	09:52:30	2954.4115	2954.5509	2957.2467	46175	50306
0647	2008-01-30	10:03:16	2951.4189	2951.5661	2954.2683	47879	47101
0646	2008-01-27	10:15:35	2948.4275	2948.5790	2951.2685	48806	48713
0645	2008-01-24	10:29:21	2945.4371	2945.5853	2948.2798	48168	48104
0644	2008-01-21	10:42:36	2942.4463	2942.6113	2945.2930	51910	47219
0643	2008-01-18	10:54:48	2939.4547	2939.5986	2942.2958	47130	48604
0642	2008-01-15	11:08:29	2936.4642	2936.6084	2939.3119	47177	46991
0641	2008-01-12	11:21:40	2933.4734	2933.6272	2936.2847	49390	54901
0640	2008-01-09	11:32:52	2930.4812	2930.6317	2933.2966	48747	54301
0639	2008-01-06	11:42:39	2927.4880	2927.6355	2930.3181	47974	51373
0638	2008-01-03	09:32:26	2924.3975	2924.6564	2927.3391	50847	48357
0637	2007-12-31	12:06:15	2921.5043	2921.6403	2924.3439	45408	48915
0636	2007-12-28	12:18:55	2918.5131	2918.6590	2921.3314	47512	53391
0635	2007-12-25	12:32:50	2915.5228	2915.6710	2918.3572	48139	49841
0634	2007-12-22	12:45:40	2912.5317	2912.6835	2915.3502	48833	53309
0633	2007-12-19	13:00:06	2909.5417	2909.6907	2912.3197	48214	61284
0632	2007-12-16	13:12:52	2906.5506	2906.6935	2909.2933	46854	68053
0631	2007-12-13	13:23:31	2903.5580	2903.6961	2906.3678	45739	55421
0630	2007-12-10	13:34:09	2900.5654	2900.6842	2903.3664	41334	57285
0629	2007-12-07	13:46:03	2897.5737	2897.7109	2900.4213	45602	47145
0628	2007-12-04	13:58:25	2894.5822	2894.7201	2897.4221	45666	48662
0627	2007-12-01	14:11:47	2891.5915	2891.7310	2894.3895	45960	57308
0626	2007-11-28	14:25:46	2888.6012	2888.7396	2891.3867	45731	59736
0625	2007-11-25	14:39:31	2885.6108	2885.7452	2888.4257	44821	53807
0624	2007-11-22	14:54:40	2882.6213	2882.7406	2885.3603	41339	68263
0623	2007-11-19	15:08:42	2879.6310	2879.7714	2882.3539	46081	71207
0622	2007-11-16	15:21:19	2876.6398	2876.7767	2879.4631	45379	52166
0621	2007-11-13	15:32:36	2873.6476	2873.7632	2876.3992	40476	66430
0620	2007-11-10	15:44:40	2870.6560	2870.7834	2873.4674	43170	54687
0619	2007-11-07	15:57:44	2867.6651	2867.8001	2870.5002	44845	49503
0618	2007-11-04	16:12:03	2864.6750	2864.8160	2867.5009	46188	51265
0617	2007-11-01	16:25:52	2861.6846	2861.8214	2864.4475	45188	63846
0616	2007-10-29	16:40:34	2858.6948	2858.8198	2861.4197	42613	70688
0615	2007-10-26	16:55:25	2855.7052	2855.8395	2858.4420	44662	68430
0614	2007-10-23	17:10:25	2852.7156	2852.8534	2855.4907	45440	61301
0613	2007-10-20	17:22:52	2849.7242	2849.8528	2852.4650	43383	68038
0612	2007-10-17	17:34:34	2846.7323	2846.8584	2849.4888	42832	65352
0611	2007-10-14	17:46:49	2843.7408	2843.8571	2846.5883	40617	46892
0610	2007-10-11	17:59:41	2840.7498	2840.8848	2843.6084	44772	44247
0609	2007-10-08	18:14:30	2837.7601	2837.8958	2840.5911	45022	50024
0608	2007-10-05	18:28:05	2834.7695	2834.9029	2837.5842	44433	53543
0607	2007-10-02	18:41:49	2831.7790	2831.9096	2834.5418	43768	63859
0606	2007-09-29	18:57:01	2828.7896	2828.9144	2831.5605	42516	62115
0605	2007-09-26	19:11:59	2825.8000	2825.9427	2828.5711	46545	62031
0604	2007-09-23	19:24:49	2822.8089	2822.9440	2825.6212	44938	54200
0603	2007-09-20	19:35:12	2819.8161	2819.9287	2822.5698	39699	65945
0602	2007-09-17	19:47:18	2816.8245	2816.9529	2819.6498	43375	51736
0601	2007-09-14	18:17:10	2813.7619	2814.0104	2816.6694	53848	49281
0600	2007-09-11	20:13:24	2810.8427	2810.9708	2813.6471	43239	55757
0599	2007-09-08	20:27:32	2807.8525	2807.9891	2810.6638	45186	54305
0598	2007-09-05	20:41:31	2804.8622	2805.0011	2807.6507	45802	58934
0597	2007-09-02	20:55:17	2801.8717	2802.0115	2804.6506	45916	60756
0596	2007-08-30	21:10:28	2798.8823	2799.0172	2801.6799	44930	56899
0595	2007-08-27	21:22:59	2795.8910	2796.0250	2798.7105	44732	52742
0594	2007-08-24	21:33:32	2792.8983	2793.0211	2795.7266	42161	51259
0593	2007-08-21	21:44:38	2789.9060	2790.0347	2792.7489	43458	48110
0592	2007-08-18	21:57:05	2786.9146	2787.0528	2789.7534	45587	48805
0591	2007-08-15	22:10:32	2783.9240	2784.0486	2786.7604	42527	49131
0590	2007-08-12	22:23:56	2780.9333	2781.0694	2783.7633	45118	50515
0589	2007-08-09	22:37:35	2777.9428	2778.0847	2780.7765	46507	49731
0588	2007-08-06	22:50:45	2774.9519	2775.0743	2777.7695	41976	53129
0587	2007-08-03	23:05:05	2771.9619	2772.1075	2774.7898	47213	50850
0586	2007-07-31	23:17:03	2768.9702	2769.1195	2771.7835	48019	54237
0585	2007-07-28	23:27:50	2765.9777	2766.1085	2768.7946	43954	53748
0584	2007-07-25	23:38:45	2762.9852	2763.1368	2765.8162	48557	50760
0583	2007-07-22	23:50:25	2759.9934	2760.1364	2762.8278	46629	49854
0582	2007-07-20	00:03:30	2757.0024	2757.1548	2759.8320	48676	50671
0581	2007-07-17	00:16:46	2754.0117	2754.1619	2756.8335	48256	52255
0580	2007-07-14	00:29:23	2751.0204	2751.1674	2753.8522	47509	50237
0579	2007-07-11	00:43:01	2748.0299	2748.1375	2750.8536	38645	51825
0578	2007-07-08	00:56:34	2745.0393	2745.1783	2747.8898	45703	45957
0577	2007-07-05	01:08:42	2742.0477	2742.1909	2744.8937	46636	47233
0576	2007-07-02	01:19:35	2739.0553	2739.1908	2741.9021	45049	47272
0575	2007-06-29	01:29:12	2736.0620	2736.1974	2738.9229	44868	44238
0574	2007-06-26	01:41:27	2733.0705	2733.2228	2735.9334	48675	43475
0573	2007-06-23	01:53:59	2730.0792	2730.2271	2732.9215	47694	47816
0572	2007-06-20	02:06:43	2727.0880	2727.2348	2729.9028	47407	53606
0571	2007-06-17	02:19:03	2724.0966	2724.2384	2726.9280	46263	50241
0570	2007-06-14	02:32:48	2721.1061	2721.2803	2723.9565	53231	45965
0569	2007-06-11	02:45:30	2718.1149	2718.2556	2720.9734	45923	44182
0568	2007-06-08	02:57:56	2715.1236	2715.2746	2717.9637	48273	48361
0567	2007-06-05	03:08:17	2712.1308	2712.2741	2714.9812	46641	46401
0566	2007-06-02	03:18:06	2709.1376	2709.2879	2711.9811	48101	47941
0565	2007-05-30	03:29:14	2706.1453	2706.3015	2709.0014	49312	45016
0564	2007-05-27	03:41:38	2703.1539	2703.3495	2705.9938	57372	48316
0563	2007-05-24	03:54:11	2700.1626	2700.3419	2703.0029	54056	48169
0562	2007-05-21	04:06:53	2697.1714	2697.3367	2700.0148	51191	47528
0561	2007-05-18	04:20:19	2694.1808	2694.3234	2697.0193	46397	48430
0560	2007-05-15	04:34:19	2691.1905	2691.3457	2694.0660	49033	40100
0559	2007-05-12	04:47:08	2688.1994	2688.3515	2691.0513	48377	45558
0558	2007-05-09	04:57:40	2685.2067	2685.3537	2688.0403	47249	49900
0557	2007-05-06	05:09:17	2682.2148	2682.3610	2685.0667	47174	45836
0556	2007-05-03	05:20:21	2679.2225	2679.4204	2682.0668	57678	47441
0555	2007-04-30	05:34:17	2676.2321	2676.4175	2679.0571	55307	51218
0554	2007-04-27	05:47:44	2673.2415	2673.4104	2676.0863	51947	46911
0553	2007-04-24	06:00:19	2670.2502	2670.3893	2673.0954	45485	46989
0552	2007-04-21	06:14:13	2667.2599	2667.4085	2670.1011	47575	47766
0551	2007-04-18	06:29:18	2664.2704	2664.4094	2667.1131	45501	47222
0550	2007-04-15	06:43:32	2661.2802	2661.4180	2664.1173	45307	48525
0549	2007-04-12	06:55:03	2658.2882	2658.2590	2661.1360	21542	46598
0548	2007-04-09	07:05:03	2655.2952	2655.4572	2658.1386	50418	47788
0547	2007-04-06	07:17:33	2652.3039	2652.4559	2655.1470	48342	47606
0546	2007-04-03	07:30:32	2649.3129	2649.5019	2652.1505	55986	48609
0545	2007-03-31	07:43:36	2646.3220	2646.4644	2649.1519	46210	50218
0544	2007-03-28	07:57:01	2643.3313	2643.4875	2646.1707	49249	48237
0543	2007-03-25	08:10:29	2640.3406	2640.4964	2643.1868	49208	46759
0542	2007-03-22	08:24:23	2637.3503	2637.4945	2640.1862	46730	48823
0541	2007-03-19	08:37:46	2634.3596	2634.5072	2637.1859	47506	50912
0540	2007-03-16	08:47:55	2631.3666	2631.5097	2634.1873	46440	52596
0539	2007-03-13	08:58:24	2628.3739	2628.5344	2631.2145	50239	48505
0538	2007-03-10	09:09:46	2625.3818	2625.5214	2628.2466	45768	43014
0537	2007-03-07	09:22:17	2622.3905	2622.5375	2625.2215	47390	50121
0536	2007-03-04	09:34:08	2619.3987	2619.5374	2622.2223	45474	51755
0535	2007-03-01	09:46:37	2616.4074	2616.5646	2619.2264	49546	52726
0534	2007-02-26	09:58:26	2613.4156	2613.5390	2616.2299	42060	53793
0533	2007-02-23	10:12:16	2610.4252	2610.5567	2613.2662	43992	47941
0532	2007-02-20	10:25:16	2607.4342	2607.5716	2610.2649	45339	50153
0531	2007-02-17	10:34:55	2604.4409	2604.5764	2607.2572	44822	53638
0530	2007-02-14	10:44:59	2601.4479	2601.5773	2604.2551	43537	55609
0529	2007-02-11	10:55:54	2598.4555	2598.5975	2601.2760	46351	52691
0528	2007-02-08	11:06:53	2595.4631	2595.5927	2598.2767	43550	54035
0527	2007-02-05	11:19:07	2592.4716	2592.6075	2595.2892	44949	53066
0526	2007-02-02	11:31:33	2589.4803	2589.6172	2592.2773	45247	57181
0525	2007-01-30	11:43:20	2586.4884	2586.6195	2589.2914	43914	56088
0524	2007-01-27	11:55:37	2583.4970	2583.6261	2586.2906	43377	57861
0523	2007-01-24	12:08:33	2580.5059	2580.6427	2583.2977	45073	58211
0522	2007-01-21	12:19:42	2577.5137	2577.6528	2580.2907	45665	61317
0521	2007-01-18	12:29:10	2574.5203	2574.6522	2577.2734	44033	66027
0520	2007-01-15	12:40:46	2571.5283	2571.6553	2574.1892	43018	81326
0519	2007-01-12	12:52:31	2568.5365	2568.6744	2571.3563	45368	52597
0518	2007-01-09	13:05:36	2565.5456	2565.6698	2568.3263	42367	60226
0517	2007-01-06	13:17:34	2562.5539	2562.6844	2565.3100	43693	64950
0516	2007-01-03	13:29:31	2559.5622	2559.6923	2562.2968	43551	68911
0515	2006-12-31	13:42:32	2556.5712	2556.6964	2559.2374	42431	80184
0514	2006-12-28	13:55:42	2553.5804	2553.7147	2556.3718	44517	58133
0513	2006-12-25	14:06:28	2550.5878	2550.7198	2553.3758	43950	59085
0512	2006-12-22	14:16:33	2547.5948	2547.7169	2550.2423	41783	83366
0511	2006-12-19	14:26:39	2544.6018	2544.7178	2547.2792	40315	78667
0510	2006-12-16	14:39:18	2541.6106	2541.7421	2544.3196	43836	73161
0509	2006-12-13	14:52:41	2538.6199	nan	2541.2730	nan	81949
0508	2006-12-10	15:04:49	2535.6283	nan	nan	nan	nan
0507	2006-12-07	15:17:28	2532.6371	nan	nan	nan	nan
0506	2006-12-04	15:30:42	2529.6463	2529.7716	nan	42446	nan
0505	2006-12-01	15:44:45	2526.6561	2526.7754	2529.4564	41167	56030
0504	2006-11-28	15:56:20	2523.6641	2523.7878	2526.4525	42118	58667
0503	2006-11-25	16:06:42	2520.6713	2520.8144	2523.3983	46395	70161
0502	2006-11-22	16:17:29	2517.6788	2517.8015	2520.4045	41861	70313
0501	2006-11-19	16:29:34	2514.6872	2514.8185	2517.4527	43729	62984
0500	2006-11-16	16:42:31	2511.6962	2511.8223	2514.4388	42571	67017
0499	2006-11-13	16:55:18	2508.7051	2508.8454	2511.5132	45644	54618
0498	2006-11-10	17:07:45	2505.7137	2505.8404	2508.4562	42643	67139
0497	2006-11-07	17:21:23	2502.7232	2502.8484	2505.4938	42386	61847
0496	2006-11-04	17:35:33	2499.7330	2499.8573	2502.5411	42207	54387
0495	2006-11-01	17:46:58	2496.7410	2496.8605	2499.5545	41079	53674
0494	2006-10-29	17:57:42	2493.7484	2493.8743	2496.5364	42535	58956
0493	2006-10-26	18:09:06	2490.7563	2490.8853	2493.5276	43241	62049
0492	2006-10-23	18:21:36	2487.7650	2487.8901	2490.5186	42301	65111
0491	2006-10-20	18:36:06	2484.7751	2484.8784	2487.5116	37408	67949
0490	2006-10-17	18:51:04	2481.7855	2481.9105	2484.6007	42298	52919
0489	2006-10-14	19:06:41	2478.7963	2478.9249	2481.5375	43219	67016
0488	2006-10-11	19:21:50	2475.8068	2475.9284	2478.5249	41557	71032
0487	2006-10-08	19:38:55	2472.8187	2472.9346	2475.6099	40268	57439
0486	2006-10-05	19:55:37	2469.8303	2469.9516	2472.6378	41565	54288
0485	2006-10-02	20:09:00	2466.8396	2466.9647	2469.6023	42370	63419
0484	2006-09-29	20:23:50	2463.8499	2463.9690	2466.6044	41090	64836
0483	2006-09-26	20:40:20	2460.8613	2460.9880	2463.6552	42770	57058
0482	2006-09-23	20:57:37	2457.8733	2457.9822	2460.6372	38822	62663
0481	2006-09-20	21:14:11	2454.8849	2455.0139	2457.7019	43274	52303
0480	2006-09-17	21:30:52	2451.8964	2452.0043	2454.6769	38560	59692
0479	2006-09-14	21:47:58	2448.9083	2449.0280	2451.7037	41290	56707
0478	2006-09-11	22:05:31	2445.9205	2446.0373	2448.7378	40648	52134
0477	2006-09-08	19:07:12	2442.7967	nan	2445.7573	nan	50624
0476	2006-09-05	22:36:49	2439.9422	2440.0729	2442.7521	43780	54173
0475	2006-09-02	22:50:44	2436.9519	2437.0696	2439.7180	40761	62845
0474	2006-08-31	00:17:57	2434.0125	2434.0876	2436.7745	42316	53747
0473	2006-08-27	23:23:34	2430.9747	2431.0803	2433.7696	38035	56922
0472	2006-08-24	23:40:05	2427.9862	2428.1116	2430.8393	42533	44757
0471	2006-08-21	23:56:27	2424.9975	2425.1224	2427.7879	42462	57897
0470	2006-08-19	00:13:00	2422.0090	2422.1233	2424.8192	40110	53862
0469	2006-08-16	00:29:15	2419.0203	2419.1450	2421.8533	42331	49084
0468	2006-08-13	00:46:04	2416.0320	2416.1628	2418.8502	43758	52229
0467	2006-08-10	01:00:47	2413.0422	2413.1737	2415.8182	43996	60902
0466	2006-08-07	01:14:40	2410.0519	2410.1616	2412.8488	39077	56921
0465	2006-08-04	01:29:59	2407.0625	2407.1938	2409.8767	43839	53219
0464	2006-08-01	01:46:51	2404.0742	2404.1871	2406.8739	39709	55942
0463	2006-07-29	02:03:23	2401.0857	2401.2143	2403.9248	43230	47798
0462	2006-07-26	02:19:31	2398.0969	2398.2079	2400.9067	39283	54004
0461	2006-07-23	02:36:07	2395.1084	2395.2330	2397.9624	42382	44558
0460	2006-07-20	02:53:02	2392.1202	2392.2429	2394.9603	41899	47451
0459	2006-07-17	03:10:27	2389.1323	2389.2594	2391.9541	42950	51291
0458	2006-07-14	03:25:34	2386.1428	2386.2758	2388.9479	44268	55012
0457	2006-07-11	03:39:58	2383.1528	2383.2645	2385.9625	39477	54201
0456	2006-07-08	03:55:52	2380.1638	2380.2945	2383.0113	43721	46020
0455	2006-07-05	04:13:03	2377.1757	2377.3259	2379.9981	47906	51134
0454	2006-07-02	04:30:43	2374.1880	2374.3154	2377.0510	42985	42288
0453	2006-06-29	04:47:41	2371.1998	2371.3128	2374.0232	39765	50890
0452	2006-06-26	05:04:44	2368.2116	2368.3348	2371.0456	42024	48678
0451	2006-06-23	05:22:30	2365.2240	2365.3444	2368.0528	41356	49619
0450	2006-06-20	05:40:40	2362.2366	2362.3780	2365.0619	46033	50336
0449	2006-06-17	06:52:59	2359.2868	2359.3919	2362.0598	46634	53332
0448	2006-06-14	06:11:25	2356.2579	2356.3837	2359.0753	42544	52489
0447	2006-06-11	06:26:55	2353.2687	2353.3954	2356.0996	42657	49576
0446	2006-06-08	06:45:09	2350.2814	2350.4377	2353.1142	49119	48803
0445	2006-06-05	07:02:58	2347.2937	2347.4158	2350.1108	41694	52048
0444	2006-06-02	07:20:18	2344.3058	2344.4242	2347.1345	40910	49702
0443	2006-05-30	07:37:32	2341.3177	2341.4277	2344.1582	39011	47219
0442	2006-05-27	07:55:18	2338.3301	2338.4519	2341.1749	41592	46182
0441	2006-05-24	08:13:26	2335.3427	2335.4677	2338.1679	42327	50301
0440	2006-05-21	08:29:43	2332.3540	2332.4848	2335.1875	43630	48865
0439	2006-05-18	08:44:51	2329.3645	2329.4897	2332.1931	42381	50084
0438	2006-05-15	09:01:10	2326.3758	2326.5002	2329.2259	42198	45347
0437	2006-05-12	09:18:37	2323.3879	2323.5113	2326.2085	41902	51372
0436	2006-05-09	09:37:09	2320.4008	2320.5322	2323.2336	43758	48696
0435	2006-05-06	09:54:54	2317.4131	2317.5334	2320.2259	41332	52901
0434	2006-05-03	10:12:26	2314.4253	2314.5374	2317.2642	39467	47486
0433	2006-04-30	08:26:09	2311.3515	nan	2314.2734	nan	48162
0432	2006-04-27	10:49:15	2308.4509	2308.5570	2311.2833	38068	48767
0431	2006-04-24	11:06:05	2305.4626	2305.5785	2308.3107	40310	45720
0430	2006-04-21	11:22:18	2302.4738	2302.6150	2305.3093	45972	48553
0429	2006-04-18	11:38:27	2299.4850	2299.5996	2302.3045	40028	51845
0428	2006-04-15	11:56:47	2296.4978	2296.6183	2299.3226	41391	50436
0427	2006-04-12	12:15:58	2293.5111	2293.6309	2296.3191	41286	53747
0426	2006-04-09	12:33:54	2290.5235	2290.6375	2293.3345	39952	53311
0425	2006-04-06	12:51:49	2287.5360	2287.6424	2290.3626	38220	50123
0424	2006-04-03	13:10:09	2284.5487	2284.6514	2287.3697	37341	51268
0423	2006-03-31	13:29:34	2281.5622	2281.6625	2284.3997	36895	47652
0422	2006-03-28	13:46:38	2278.5741	2278.6767	2281.4039	37388	49573
0421	2006-03-25	14:01:52	2275.5846	2275.6906	2278.4081	38094	51275
0420	2006-03-22	14:18:21	2272.5961	2272.7059	2275.4150	38973	52113
0419	2006-03-19	14:37:29	2269.6094	2269.7184	2272.4032	38896	56810
0418	2006-03-16	14:55:57	2266.6222	2266.7300	2269.4200	38548	56003
0417	2006-03-13	15:14:16	2263.6349	2263.7429	2266.4597	38623	50575
0416	2006-03-10	15:31:43	2260.6470	2260.7452	2263.4514	36316	54937
0415	2006-03-07	15:50:05	2257.6598	2257.7555	2260.4806	35791	51471
0414	2006-03-04	16:08:04	2254.6723	2254.7717	2257.5036	36599	49254
0413	2006-03-01	16:24:51	2251.6839	2251.7784	2254.5050	35422	51637
0412	2006-02-26	16:39:51	2248.6944	2248.7905	2251.5281	35867	49317
0411	2006-02-23	16:55:20	2245.7051	2245.8087	2248.5099	37608	55236
0410	2006-02-20	17:11:59	2242.7167	2242.8155	2245.5016	36461	58971
0409	2006-02-17	17:29:30	2239.7288	2239.8309	2242.5531	37210	50879
0408	2006-02-14	17:46:50	2236.7409	2236.8359	2239.5498	35677	54103
0407	2006-02-11	18:02:49	2233.7520	2233.8488	2236.5860	36058	48988
0406	2006-02-08	18:18:54	2230.7631	2230.8612	2233.5898	36264	50567
0405	2006-02-05	18:35:45	2227.7748	2227.8691	2230.5739	35372	56171
0404	2006-02-02	18:51:51	2224.7860	2224.8722	2227.6024	33520	52751
0403	2006-01-30	19:05:52	2221.7957	2221.8987	2224.6240	37404	50595
0402	2006-01-27	19:19:54	2218.8055	2218.9115	2221.5823	38129	60974
0401	2006-01-24	19:36:18	2215.8169	2215.9157	2218.5530	36528	68106
0400	2006-01-21	19:52:23	2212.8280	2212.9233	2215.5879	35598	63701
0399	2006-01-18	20:09:25	2209.8399	2209.9359	2212.6569	35919	52458
0398	2006-01-15	20:24:25	2206.8503	2206.9369	2209.5594	33642	72814
0397	2006-01-12	20:40:28	2203.8614	2203.9492	2206.7000	33921	48016
0396	2006-01-09	20:57:20	2200.8731	2200.9680	2203.6987	35642	50618
0395	2006-01-06	21:12:59	2197.8840	2197.9709	2200.6925	33775	54230
0394	2006-01-03	21:25:48	2194.8929	2194.9912	2197.6194	36294	70051
0393	2005-12-31	21:39:02	2191.9021	2191.9895	2194.6856	33809	59671
0392	2005-12-28	21:54:42	2188.9130	2189.0028	2191.6194	34413	73202
0391	2005-12-25	22:11:15	2185.9245	2186.0119	2188.6752	33828	65215
0390	2005-12-22	22:27:05	2182.9355	2183.0318	2185.7622	35841	50458
0389	2005-12-19	22:43:15	2179.9467	2180.0329	2182.7135	33606	62343
0388	2005-12-16	22:59:07	2176.9577	2177.0490	2179.7482	34766	57737
0387	2005-12-13	23:16:13	2173.9696	2174.0663	2176.7274	36046	63782
0386	2005-12-10	23:31:31	2170.9802	2171.0663	2173.7553	33537	60732
0385	2005-12-07	23:45:52	2167.9902	2168.0878	2170.7908	36198	55996
